 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,1832340.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.549002914,1.091500486,1832340.0,0.0,1832340.0,1832340.0,1832340.0,1832340.0,0.0,1832340.0,1832340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.091500486,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,256.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,159.0,2.0,2.0,84.0,204.0,42.0,42.0,42.0,0.0,102.0,102.0,102.0,0.0,1811320.755,25157.2327,53.0,85.73797292,152.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,12578.61635,12578.61635,42.0,102.0,66.0,32.86335345,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.5,42.0,102.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,84.0,2.0,204.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
62337,80794020.0,7.0,9.0,11607.0,62.0,4380.0,0.0,1658.142857,1762.272815,20.0,0.0,6.888888889,5.30199124,144.429006,0.198034458,5386268.0,18900000.0,73300000.0,15.0,80800000.0,13500000.0,32600000.0,80100000.0,15.0,80100000.0,10000000.0,25700000.0,73300000.0,230.0,0.0,0.0,0.0,0.0,152.0,192.0,0.086640076,0.111394383,0.0,4380.0,686.7647059,1366.16267,1866400.441,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,729.6875,1658.142857,6.888888889,152.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11607.0,9.0,62.0,229.0,256.0,5.0,20.0,25688.0,0.0,25688.0,25688.0,40000000.0,47000000.0,73300000.0,6820538.0,BENIGN
8290,45.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,133333.3333,44444.44444,45.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,22222.22222,22222.22222,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
80,97468584.0,6.0,6.0,357.0,11595.0,357.0,0.0,59.5,145.7446397,5792.0,0.0,1932.5,2181.008184,122.6241268,0.123116593,8860780.364,29400000.0,97400000.0,1.0,97400000.0,19500000.0,43600000.0,97400000.0,1.0,61565.0,12313.0,21728.01583,50248.0,46.0,0.0,0.0,0.0,0.0,200.0,200.0,0.061558297,0.061558297,0.0,5792.0,919.3846154,1715.864337,2944190.423,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,996.0,59.5,1932.5,200.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,357.0,6.0,11595.0,274.0,235.0,1.0,32.0,432.0,0.0,432.0,432.0,97400000.0,0.0,97400000.0,97400000.0,DoS Hulk
443,1638306.0,5.0,7.0,989.0,356.0,517.0,0.0,197.8,248.2573262,170.0,0.0,50.85714286,71.452615,820.9699531,7.324638987,148936.9091,355004.6812,1207374.0,3.0,1541162.0,385290.5,640554.6741,1343649.0,906.0,1541813.0,256968.8333,516251.8623,1303746.0,3.0,0.0,0.0,0.0,0.0,112.0,152.0,3.051932911,4.272706076,0.0,517.0,103.4615385,171.2048556,29311.10256,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,112.0833333,197.8,50.85714286,112.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,989.0,7.0,356.0,8192.0,131.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,5209.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2303.705126,383.9508543,5209.0,0.0,5209.0,5209.0,5209.0,5209.0,0.0,5209.0,5209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,383.9508543,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,16425.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,60648.0,1.0,1.0,51.0,89.0,51.0,51.0,51.0,0.0,89.0,89.0,89.0,0.0,2308.402585,32.97717979,60648.0,0.0,60648.0,60648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,16.4885899,16.4885899,51.0,89.0,63.66666667,21.93931023,481.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95.5,51.0,89.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,89.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,4.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,500000.0,0.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
10616,21.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,380952.381,95238.09524,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,47619.04762,47619.04762,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
53,233.0,2.0,2.0,60.0,344.0,30.0,30.0,30.0,0.0,172.0,172.0,172.0,0.0,1733905.579,17167.38197,77.66666667,51.38417396,137.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,64.0,64.0,8583.690987,8583.690987,30.0,172.0,86.8,77.77660317,6049.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.5,30.0,172.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,2.0,344.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,261935.0,7.0,8.0,757.0,5315.0,413.0,0.0,108.1428571,155.2894379,1460.0,0.0,664.375,685.7623365,23181.32361,57.26611564,18709.64286,23389.24257,55459.0,1.0,206472.0,34412.0,29387.67612,75593.0,250.0,211416.0,30202.28571,39861.78933,96283.0,1.0,0.0,0.0,0.0,0.0,152.0,172.0,26.7241873,30.54192834,0.0,1460.0,379.5,562.4513016,316351.4667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,404.8,108.1428571,664.375,152.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,757.0,8.0,5315.0,8192.0,40.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,117452791.0,21.0,22.0,1122.0,5990.0,391.0,0.0,53.42857143,122.4890083,1418.0,0.0,272.2727273,476.6314521,60.55198807,0.36610454,2796495.024,4470332.312,10015295.0,4.0,117416126.0,5870806.3,4950215.551,10048035.0,61.0,117416074.0,5591241.619,5000574.554,10052468.0,4.0,0.0,0.0,0.0,0.0,680.0,712.0,0.17879524,0.187309299,0.0,1418.0,161.6363636,361.26722,130514.0042,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,165.3953488,53.42857143,272.2727273,680.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1122.0,22.0,5990.0,29200.0,365.0,4.0,32.0,46078.08333,27406.75589,131728.0,36643.0,9738599.083,938523.8521,10015295.0,6758427.0,BENIGN
53,144.0,2.0,2.0,80.0,112.0,40.0,40.0,40.0,0.0,56.0,56.0,56.0,0.0,1333333.333,27777.77778,48.0,77.07788269,137.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,13888.88889,13888.88889,40.0,56.0,46.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,40.0,56.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,80.0,2.0,112.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
59765,47.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,255319.1489,42553.19149,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,21276.59574,21276.59574,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,913.0,16425.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,209.0,2.0,2.0,84.0,162.0,42.0,42.0,42.0,0.0,81.0,81.0,81.0,0.0,1177033.493,19138.75598,69.66666667,70.32306402,149.0,15.0,149.0,149.0,0.0,149.0,149.0,45.0,45.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,40.0,40.0,9569.37799,9569.37799,42.0,81.0,57.6,21.36117974,456.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,42.0,81.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,84.0,2.0,162.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
2393,64.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,93750.0,31250.0,64.0,0.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,15625.0,15625.0,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
53,179.0,2.0,2.0,110.0,174.0,55.0,55.0,55.0,0.0,87.0,87.0,87.0,0.0,1586592.179,22346.36872,59.66666667,98.14954576,173.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,11173.18436,11173.18436,55.0,87.0,67.8,17.52712184,307.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.75,55.0,87.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,110.0,2.0,174.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,989.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.244692,989.0,0.0,989.0,989.0,989.0,989.0,0.0,989.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,2022.244692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,251.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
13,85.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,70588.23529,23529.41176,85.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,11764.70588,11764.70588,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
2302,49.0,3.0,0.0,43.0,0.0,31.0,6.0,14.33333333,14.43375673,0.0,0.0,0.0,0.0,877551.0204,61224.4898,24.5,34.64823228,49.0,0.0,49.0,24.5,34.64823228,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,61224.4898,0.0,6.0,31.0,12.25,12.5,156.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.33333333,14.33333333,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.0,0.0,0.0,980.0,-1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,25147.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.53234978,25147.0,0.0,25147.0,25147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,39.76617489,39.76617489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,284.0,972.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
52545,47.0,2.0,0.0,37.0,0.0,37.0,0.0,18.5,26.1629509,0.0,0.0,0.0,0.0,787234.0426,42553.19149,47.0,0.0,47.0,47.0,47.0,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,42553.19149,0.0,0.0,37.0,24.66666667,21.36195996,456.3333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,18.5,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,0.0,0.0,288.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36124,1916.0,3.0,0.0,31.0,0.0,31.0,0.0,10.33333333,17.89785834,0.0,0.0,0.0,0.0,16179.54071,1565.762004,958.0,1349.159739,1912.0,4.0,1916.0,958.0,1349.159739,1912.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,1565.762004,0.0,0.0,31.0,7.75,15.5,240.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.33333333,10.33333333,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,0.0,0.0,1006.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,7476452.0,40.0,43.0,6287.0,60937.0,990.0,0.0,157.175,342.0779554,2896.0,0.0,1417.139535,880.4413012,8991.430695,11.10152249,91176.2439,553824.8722,4999278.0,2.0,7476452.0,191703.8974,796290.9518,4999331.0,2.0,7342342.0,174817.6667,773614.7948,4999346.0,2.0,0.0,0.0,0.0,0.0,1288.0,1384.0,5.350131319,5.751391168,0.0,2896.0,800.2857143,922.7191949,851410.7126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,809.9277108,157.175,1417.139535,1288.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6287.0,43.0,60937.0,29200.0,331.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,88753.0,3.0,5.0,373.0,11595.0,373.0,0.0,124.3333333,215.3516504,10136.0,0.0,2319.0,4414.366206,134846.146,90.13779816,12679.0,28740.98584,77213.0,4.0,11012.0,5506.0,7781.00302,11008.0,4.0,88682.0,22170.5,37052.5486,77213.0,188.0,0.0,0.0,0.0,0.0,104.0,168.0,33.80167431,56.33612385,0.0,10136.0,1329.777778,3336.533934,11100000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1496.0,124.3333333,2319.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,373.0,5.0,11595.0,29200.0,235.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
80,82.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,146341.4634,24390.2439,82.0,0.0,82.0,82.0,82.0,82.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,24390.2439,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,16425.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,182.0,2.0,2.0,76.0,332.0,38.0,38.0,38.0,0.0,166.0,166.0,166.0,0.0,2241758.242,21978.02198,60.66666667,66.90540586,133.0,1.0,48.0,48.0,0.0,48.0,48.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,40.0,10989.01099,10989.01099,38.0,166.0,89.2,70.10848736,4915.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,111.5,38.0,166.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,2.0,332.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,30416.0,1.0,1.0,52.0,116.0,52.0,52.0,52.0,0.0,116.0,116.0,116.0,0.0,5523.408732,65.75486586,30416.0,0.0,30416.0,30416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,32.87743293,32.87743293,52.0,116.0,73.33333333,36.95041723,1365.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,52.0,116.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,116.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
15660,53.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,113207.5472,37735.84906,53.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,18867.92453,18867.92453,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
80,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,666666.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,274.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
62306,41.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,292682.9268,48780.4878,41.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,24390.2439,24390.2439,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,8192.0,254.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,94211.0,1.0,1.0,64.0,117.0,64.0,64.0,64.0,0.0,117.0,117.0,117.0,0.0,1921.219391,21.22894354,94211.0,0.0,94211.0,94211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,10.61447177,10.61447177,64.0,117.0,81.66666667,30.59956427,936.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122.5,64.0,117.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,1.0,117.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1028,1.0,2.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2000000.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1024.0,-1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,388.0,2.0,2.0,90.0,326.0,45.0,45.0,45.0,0.0,163.0,163.0,163.0,0.0,1072164.948,10309.27835,129.3333333,183.091052,339.0,1.0,1.0,1.0,0.0,1.0,1.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,64.0,64.0,5154.639175,5154.639175,45.0,163.0,92.2,64.63126179,4177.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115.25,45.0,163.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,2.0,326.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,115663529.0,21.0,19.0,911.0,6103.0,463.0,0.0,43.38095238,107.3049282,1460.0,0.0,321.2105263,560.6199524,60.64141446,0.345830707,2965731.513,4535178.03,10000000.0,3.0,116000000.0,5783176.45,4936669.962,10100000.0,3.0,111000000.0,6144387.722,5020187.8,10100000.0,47.0,0.0,0.0,0.0,0.0,432.0,524.0,0.181561121,0.164269586,0.0,1460.0,171.0731707,408.8872944,167188.8195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,175.35,43.38095238,321.2105263,432.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,911.0,19.0,6103.0,8192.0,123.0,20.0,20.0,55824.16667,72454.21522,285897.0,34799.0,9582803.0,1433965.887,10000000.0,5029605.0,BENIGN
58416,95920555.0,5.0,10.0,11613.0,68.0,11595.0,0.0,2322.6,5183.42983,20.0,0.0,6.8,5.006662228,121.7778609,0.156379412,6851468.214,23900000.0,89600000.0,0.0,95900000.0,24000000.0,46800000.0,94100000.0,4.0,94100000.0,10500000.0,29700000.0,89600000.0,0.0,0.0,0.0,0.0,0.0,112.0,212.0,0.052126471,0.104252941,0.0,11595.0,730.4375,2897.219747,8393882.263,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,779.1333333,2322.6,6.8,112.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11613.0,10.0,68.0,229.0,256.0,3.0,20.0,4511564.0,0.0,4511564.0,4511564.0,89600000.0,0.0,89600000.0,89600000.0,BENIGN
2718,65.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,123076.9231,30769.23077,65.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,15384.61538,15384.61538,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
